episode_id,source,chem,plate,n_cand,dims,max_merit,chance,cls_gp,cls_xrd,fm_prior,fm_xrd,fm_xrd_nogap,fm_xrd_nomace,cluster
P3199_20160210.142934_385nm,pool,Ca-Mn,3199,29,1,5.60643e-06,0.81551,1.0,0.77979,0.84706,0.67978,0.67978,0.77979,Ca-Mn
P3199_20160210.143635_385nm,pool,Ca-Mn,3199,29,1,3.22338e-06,0.73558,0.53619,0.88274,0.53619,0.01976,0.01976,0.88274,Ca-Mn
P3199_20160909.142827_385nm,pool,Ca-Mn,3199,26,1,4.80125e-06,0.72266,0.97761,0.85932,0.85932,0.85932,0.85932,0.85932,Ca-Mn
P3202_20160229.105032_385nm,pool,Bi-V,3202,15,1,3.86704e-05,0.52629,0.00825,1.0,0.00825,1.0,1.0,0.4469,Ni-V
P3212_20160216.181333_385nm,pool,Ag-V,3212,17,1,1.22352e-05,0.69665,0.00511,0.78412,1.0,0.78412,0.78412,0.78412,Ag-V
P3214_20160317.145821_385nm,pool,Ag-V,3214,16,1,3.77297e-05,0.65507,0.03868,1.0,0.56815,0.57086,0.57086,0.57086,Ag-V
P3224_20160308.152552_385nm,pool,Nb-V,3224,15,1,9.35778e-06,0.83411,0.79481,0.79481,0.71547,0.79481,0.79481,1.0,Nb-V
P3224_20160412.145824_385nm,pool,Nb-V,3224,16,1,9.84875e-06,0.85785,1.0,1.0,0.86877,0.86877,0.86877,1.0,Nb-V
P3446_20160310.183323_385nm,pool,V-Zr,3446,15,1,5.98017e-06,0.57766,0.0255,0.13915,0.62375,0.79063,0.79063,0.03028,V-Zr
P3446_20160412.141410_385nm,pool,V-Zr,3446,16,1,1.949e-05,0.4179,0.44636,0.44636,0.01191,0.37487,0.37487,0.37487,V-Zr
P3454_20160314.124627_385nm,pool,Ni-V,3454,15,1,1.07096e-05,0.50907,1.0,1.0,1.0,1.0,1.0,1.0,Ni-V
P3454_20160412.112433_385nm,pool,Ni-V,3454,15,1,1.41825e-05,0.44182,0.41821,1.0,1.0,1.0,1.0,1.0,Ni-V
P3455_20160307.141318_385nm,pool,Co-V,3455,16,1,1.19786e-06,0.65456,1.0,0.7384,1.0,0.7384,0.7384,0.7384,Co-V
P3455_20160413.182139_385nm,pool,Co-V,3455,15,1,1.16167e-06,0.68787,0.20803,1.0,0.94225,1.0,1.0,1.0,Co-V
